Date,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00
20-03-2014,33.42731,42.58957,46.00737,43.48431,46.11464,47.08106,42.51739,45.04095,51.96653,58.67657,62.05929,68.39364,75.26533,81.38515,79.39893,73.92322,71.93700,70.48713,66.40742,65.38712,65.38761,63.23974,66.13900,70.27309
21-03-2014,69.86147,64.34935,62.43498,61.03948,59.85803,55.07982,49.28232,44.66526,47.88632,54.11341,68.82371,75.42648,79.29216,76.44629,77.51947,77.73451,71.88312,63.13247,56.47631,64.26004,65.54877,64.36731,66.13900,69.19890
22-03-2014,70.07635,68.21502,70.43374,71.29289,66.94476,67.21268,65.76281,62.86455,63.99162,68.60818,72.04427,75.69491,77.46709,78.11020,79.93627,80.63376,77.94955,72.31319,67.31995,59.58961,59.10665,59.48234,51.53646,49.44297
23-03-2014,53.11090,52.10972,48.90662,45.84672,44.50411,44.23619,43.59158,47.88632,53.68383,57.49612,54.11390,50.46327,52.39611,60.44876,65.28035,67.32045,64.79639,60.28760,58.19361,52.77180,51.42919,48.79886,46.59810,42.24897
24-03-2014,37.29232,40.08364,37.14996,22.33238,22.43965,10.41456,5.85139,6.60327,13.25993,48.53093,68.82321,71.07785,73.33349,76.39290,75.53375,77.14428,77.14428,71.82973,49.71189,52.71791,45.79283,46.49083,49.76527,51.85926
25-03-2014,51.25091,46.59760,42.30335,29.84869,25.01710,28.02362,29.20408,26.73490,46.43695,56.15401,56.95927,66.62245,68.76983,70.54101,68.01845,81.97587,68.66206,48.47705,37.09607,43.64496,42.19658,36.82715,36.66650,37.41838
26-03-2014,38.50903,39.86943,44.66576,45.89960,44.77253,44.12892,39.78029,30.76122,46.75925,60.93172,62.38109,63.02570,65.60215,59.85853,59.32119,60.44876,57.33496,54.86479,43.59158,34.73366,35.32439,22.44015,18.14590,14.87046
27-03-2014,15.46135,6.37027,15.40730,17.33964,17.23237,10.36118,6.92508,11.16644,27.70131,48.10086,56.26128,59.32119,44.77253,35.96850,47.94021,46.97379,21.52712,13.63612,6.22708,2.52356,2.57695,8.53611,48.26201,46.49083
28-03-2014,50.39143,40.15548,34.73416,31.02964,36.18304,22.49403,17.98425,17.12560,20.77574,35.10985,42.03443,40.58555,36.45196,43.86050,45.14822,40.04871,36.34419,26.52036,12.29401,9.93160,11.43486,10.79075,3.16718,2.52306
29-03-2014,2.36224,6.29909,12.24063,12.72309,9.12584,6.60327,8.32107,9.66318,12.18624,17.01783,20.40005,20.93689,30.65445,39.61914,59.64349,70.21920,58.46254,40.90736,24.64141,18.46771,21.25919,30.76122,43.00135,48.47705
30-03-2014,43.37721,32.49731,34.89482,29.41911,27.11059,19.59478,14.54815,16.53487,26.57374,34.30409,37.41838,39.29683,50.51715,64.58235,74.72899,62.75678,62.11317,45.47053,44.61188,35.27051,31.08303,22.27900,15.56846,11.32709
31-03-2014,8.51831,10.09292,7.30077,7.30077,6.22708,5.26166,5.31505,5.20728,13.90404,24.85595,61.46856,77.89566,79.61396,77.19817,67.42772,68.12571,39.77979,21.15143,11.05917,19.11182,12.02509,18.95067,16.64214,10.68348
01-04-2014,6.01238,10.23595,3.70402,4.56317,8.80453,3.70402,3.38221,4.83159,16.10530,47.24221,63.29363,79.82850,84.92851,88.84757,77.57386,79.50669,86.05658,64.04501,48.20813,49.12116,41.33693,34.84093,32.21060,34.78705
02-04-2014,24.83782,21.25953,15.19277,27.48628,18.14540,13.68950,12.61582,17.71583,30.43892,41.06801,55.77782,58.99888,61.89863,60.77056,44.82642,55.50990,49.60412,50.94623,56.42193,63.13247,63.40139,62.70340,56.42193,48.85274
03-04-2014,49.81932,39.65522,32.85471,39.94144,30.38553,33.01586,31.56649,23.94291,33.01586,38.43768,40.63894,45.47103,47.77905,42.73293,33.92840,31.78152,25.17775,23.35268,14.33312,9.77045,7.51581,4.93886,6.65716,14.70931
04-04-2014,26.41309,30.13507,36.98880,33.76774,27.32512,18.30606,7.56969,5.58297,7.94588,9.34137,13.31332,14.17246,16.53487,13.74339,13.09878,14.65592,22.33238,28.02312,26.30532,25.71509,18.84290,29.47250,36.77377,32.04945
05-04-2014,28.55980,24.33690,26.62713,30.54668,30.11661,19.00455,15.03161,26.30532,50.67781,71.40016,79.56058,80.25807,78.54028,78.53978,73.06457,69.78963,65.38761,59.05276,51.96653,47.34948,44.66576,45.90010,49.17455,45.52441
06-04-2014,42.73326,38.79574,38.00861,36.29081,35.91512,36.18354,36.98830,37.68630,38.75999,37.41788,37.68630,38.49206,38.65222,39.35022,41.17578,43.10912,42.35674,41.06801,40.20986,44.23619,44.23569,39.29733,39.67252,40.04871
07-04-2014,40.51338,40.15548,41.44420,36.55923,34.09005,34.41136,31.78053,33.71386,36.45196,40.37102,39.56475,39.35121,39.83367,42.14220,36.61311,41.98055,47.88632,42.46401,39.02841,37.47126,45.57830,55.08032,57.87181,58.46204
08-04-2014,53.61249,54.75802,58.24700,60.77056,63.50866,60.60991,60.50214,61.03898,62.91843,64.90465,67.21318,,,82.95992,82.13703,85.94881,87.29042,87.07638,82.18991,68.01795,68.98436,59.58961,60.50214,59.85803
09-04-2014,50.96419,50.53512,47.61790,45.84672,43.37704,36.66650,35.75346,41.17578,51.53696,63.66932,71.50693,80.20469,83.42525,86.05608,89.59895,87.07588,83.21121,75.48037,69.84252,67.42772,70.59489,63.66982,62.75678,59.37457
10-04-2014,57.69303,54.04156,49.92643,46.92040,39.45848,43.32316,47.02767,52.93295,65.70992,66.62195,76.71471,87.77388,90.45810,88.74030,83.80144,62.48836,64.36781,64.31343,63.24024,51.16077,46.75875,40.69282,37.68630,33.98228
11-04-2014,41.80260,35.43166,41.01513,44.71915,40.80009,47.08106,49.65801,50.30212,54.27506,62.27382,67.80291,74.24553,76.55356,79.39942,81.11722,85.08966,77.19867,71.56081,63.13297,50.51715,35.27051,44.66526,49.28232,47.24271
12-04-2014,46.74062,44.02115,40.15598,45.25599,51.53696,47.67179,39.56525,37.57903,46.22291,56.26128,62.86455,72.90342,71.99039,72.36658,70.48763,68.28587,71.40016,68.76983,67.48110,63.02520,60.12645,58.67757,57.06654,59.96530
13-04-2014,61.84475,55.47381,50.14097,46.97429,46.38356,45.68507,48.10086,53.41591,59.10615,64.85027,70.00417,75.31922,78.21797,78.43301,77.25155,77.19817,81.92249,82.72675,74.46007,67.80341,66.78311,63.29363,62.32721,62.97182
14-04-2014,62.13080,69.14502,72.09766,72.68838,67.48110,62.43448,58.94500,66.78311,69.41394,73.65480,74.62122,74.67510,77.62774,81.06384,79.61396,77.46709,74.13776,73.11796,69.52071,61.30741,54.97255,55.93947,54.91967,50.30262
15-04-2014,47.88616,43.59208,40.80009,42.08832,36.88104,27.70082,21.68877,42.78631,65.22696,71.66808,74.08487,75.26483,79.50619,81.97587,81.92299,81.86860,77.95005,74.51445,68.55479,64.79689,55.83170,45.20261,49.12166,43.53819
16-04-2014,51.60880,40.72825,34.25070,30.17049,29.04342,21.47373,7.62357,47.83194,68.93098,70.54101,75.74879,78.86208,87.07539,87.34431,83.90871,84.06936,86.59292,78.48639,79.77462,66.99814,56.42243,50.40989,48.90662,47.67129
